Name,Product Category,Secondary Product Category,Issuer/Asset Category,Asset Sub-categories,Summary,Launch status,Custodial/Non-custodial,Private/public blockchain,Chain,"Project tokens (Utility, Stable)",Founded,Location,"Assets, regions",Stats,URL,Twitter,Discord,Date added
Mountain Protocol,Stablecoin (RWA- or Fiat- backed),,Public Debt Instruments,Government bonds (short-term / US),"The first permissionless yield-bearing stablecoin
Institutional-grade. Regulated. Transparent. Transparent asset claim: A simple link between token and underlying assets, removing complex legal structures. Robust bankruptcy protection: USDM reserves are to be treated as a separate asset class in the event of bankruptcy. USDM is fully collateralized by ""USDM Reserves"", held in segregated, bankruptcy remote accounts. Reserves are composed exclusively by short-term US Treasuries.",Live,Non-custodial,Public,Ethereum,$USDM,,,No US,,https://www.mountainprotocol.com,https://twitter.com/MountainUSDM,,22/9/2023
Mtpelerin.com,Tokenization platform ,,- Asset-agnostic,"Private equities,Real estate","Mt Pelerin's Bridge Protocol is an open source multi-chain platform to manage the issuance, distribution, transfers, compliance and corporate actions of digital securities on EVM blockchains. It is a non-custodial framework with an interface to manage on-chain assets that must comply with off-chain compliance rules. Also has wallet app, Trading app, Tokenization and Security Token sales services",Live,Non-custodial,Public,"Ethereum,Polygon,Gnosis,BNB",-,,CH (Neuchatel),,341 tokenized security assets: mtpelerin.com/bridge-protocol#bridgetokens (mostly RealT tokens),https://www.mtpelerin.com,https://twitter.com/mtpelerin,discord.com/invite/ekE2AUmhBT,15/9/2023
NablaFi,Assets DEX,,- Asset-agnostic,- Asset-agnostic,"Nabla is a novel Automated Market Maker for Crypto and Real World Assets, including Forex. Its innovative architecture offers optimal capital efficiency and thus lowest swap costs. But the main innovation is the intrinsic separation of providing token liquidity from taking on the market making risks. This enables low-risk single-sided token liquidity provision into the Swap Pools, and thus can attract deep swap liquidity at relatively low costs. The market making risks are reduced as much as possible, with the remaining risks confined into a dedicated incentivised Backstop Pool.",In development,Non-custodial,Public,Arbitrum,,,,,,https://www.nabla.fi/,https://twitter.com/NablaFi,https://discord.com/invite/DSW8n2VyUC,15/11/2023
NAOS Finance,Credit protocol (asset-backed),,?,?,"Lending protocol serves as a bridge between real world assets and DeFi liquidity. The protocol allows borrowers to apply for loans and tokenize their assets as NFTs (collateral) while lenders provide lending capital for real world assets. Once a borrower loan request is approved by the committee, the real world asset is tokenized and locked in the protocol thus allowing them to be able to access liquidity from the pool.",Dead (SM inactive since late 2022),Non-custodial,Public,Ethereum,$NAOS,,,"China, Indonesia, Philippines, Vietnam, India and Nigeria",,https://www.naos.finance,-,discord.com/invite/rRaPwCVTaA,15/9/2023
Neufund,Investment platform,,Equity and Stocks,Private equities,"The company creates blockchain-based solutions and services, which include a fundraising and investing platform, an employee stock option plan (ESOP) manager, a light wallet, post-investment instruments, and more.",Dead,Non-custodial,Public,Ethereum,,2017,DE (Berlin),,,https://neufund.ltd/,-,-,15/10/2023
NeutralX,Assets CEX,,Sustainable and Responsible Investments,Carbon credits,"The Neutral platform allows users to trade tokenized carbon credits, renewable energy credits, and carbon forward contracts. Our advanced matching engine empowers users to interact with pooled liquidity while maintaining control over the underlying assets.",Closed beta,?,?,?,,2022,US (NY),,,https://neutralx.com,https://twitter.com/NeutralExchange,,15/10/2023
New Silver,Credit protocol (asset-backed),,Real Estate,Real estate,"New Silver is a fintech startup that sits at the intersection of Decentralized Finance and real world assets. We build technology to originate and underwrite short term bridge loans with more efficiency, and securitize those loans on the blockchain with capital from DeFi protocols, helping to reduce costs and make securitizations more efficient.
-Originated >$150mm 
-Securitized >80mm DAI on-chain
-Built tech for industry-fastest bridge loan originations
-Bootstrapped team from 1 to 20+",Live,Non-custodial,Public,"Ethereum,Polkadot Parachain",,,,,,https://www.newsilver.com,https://twitter.com/newsilverlend,,15/9/2023
Newalchemy.io,Tokenization agency,,- Asset-agnostic,-,Token design and blockchain services backed by data and experience.,Dead,-,-,Multi-chain,-,2018,,,-,https://newalchemy.io/,-,-,15/9/2023
Numa,Derivatives protocol,,- Asset-agnostic,- Asset-agnostic,"On-chain synthetics for everything. bringing real-world assets onto the blockchain. The protocol provides decentralized, on-chain mechanisms for minting synthetics that are transparently collateralized on the blockchain",In development,Non-custodial,Public,Arbitrum,$NUMA $nuUSD $nuBTC,,,,,https://numa.money/,https://twitter.com/numamoney,,22/11/2023
NYALA,Tokenization platform ,"Custody,Investment platform",Equity and Stocks,"Real estate,Private equities",Tokenization Solution. Our platform for tokenization enables you to issue on a blockchain of your choice. Tokenized Securities Tokenized Securities Issue compliant tokenized securities and register them with our BaFin-licensed Crypto Securities Registry. Trading - Connect your platform to NYALA's ecosystem to increase liquidity and attract a larger investor base.,Live,Custodial,Public,?,,2019,DE (Berlin),DE,"> €80M Value of digital assets on platform > 3,000 Investors in tokenized securities. € 2.3M L‘Osteria We created one of the first tokenized bonds in Germany for a restaurant chain. 2023: We have issued more than € 15M worth of tokenized securities.", https://www.nyala.de/en/,-,-,15/10/2023
OasisPRO,Assets CEX,"Tokenization platform,Alternative trading system",Equity and Stocks,"Public equities,Private equities","Oasis Pro provides a holistic multi-asset trading platform solution for both public and private tokenized securities using digital cash or fiat. Oasis Pro’s subsidiary, Oasis Pro Markets, is a FINRA member firm that operates a multi-asset alternative trading system (ATS), OATSPRO, to allow primary issuance and trading of public and private multi-asset digital securities as well as a full-service investment bank. ",Live,Custodial,Public,-,-,,US (CO),,,https://www.oasispromarkets.com,https://twitter.com/OasisProMarkets,-,19/9/2023
Obligate,Tokenization platform ,,Private Debt Instruments,Private debt,"Helps companies create bonds. Corporate Borrowers issue commercial paper & bonds to digital asset investors. Instruments are globally enforceable (Swiss ledger-based security), regulated debt securities. Providing investors with access to a wide range of regulated and secured digital debt assets.On-chain bonds and commercial paper at a fraction of the cost and time but the same regulatory certainty.",Closed beta,Non-custodial,Public,Polygon,-,2019,CH,,,https://www.obligate.com,https://twitter.com/obligatecom,-,19/9/2023
Ondo,Tokenization platform ,Tokenized asset exchange,Public Debt Instruments,"Corporate bonds (US),Government bonds (short-term / US),Money market (US)","Ondo Finance specializes in the tokenization of esteemed US asset classes, including the US Money Market (OMMF), US Treasuries (OUSG), Short Term Bonds (OSTB), and High Yield Corporate Bonds (OHYG). Each tokenized product assumes the structure of a fund, imbuing investors with a sense of familiarity regarding management, fees, and risk exposure. Ondo offers USDY (US Dollar Yield Token), which is the first retail accessible product from Ondo. Importantly, USDY holders earn almost the entire yield from the assets that back USDY",Live,Non-custodial,Public,"Ethereum,Polygon,Mantle",,2021,US,,https://dune.com/steakhouse/tokenized-securities,https://www.ondo.finance,https://twitter.com/OndoFinance,-,15/9/2023
Open Forest Protocol,Market intelligence,,Sustainable and Responsible Investments,Carbon credits,"Worlds first free and open platform for measurement, reporting, and verification of forests. A global network for verifying and issuing data-backed carbon credits: Unmatched transparency in projects and credits; The first fully digital carbon credits; Pioneering scalable and inclusive carbon markets",Live,Non-custodial,Public,Near,,,,"LatAm, Central America, India, Portugal, Kenya",80 projects registered 4'880 ha monitored ‍ 76 projects in the pipeline 91'000 ha in the pipeline,https://www.openforestprotocol.org/,https://twitter.com/OpenForest_,,15/11/2023
OpenEden,Tokenization platform ,,Public Debt Instruments,Government bonds (short-term / US),"OpenEden has built the smart-contract Tokenized Vault that allows users to mint and redeem TBLILL token, around the clock, in an on-chain manner, with a regulatory compliant foundation in a bankruptcy-remote SPV structure. The improved settlement time is a result of smart contracts implementation that convert deposited assets to TBILLs automatically. Additionally, OpenEden offers a 60+ pages prospectus for investors that ascribe their rights and risks, plus manages the funds by investing in treasury bills, reducing potential risks coming from investing into its ETFs. Notably, the issued TBILL token accrue in value daily, by the underlying T-Bills interest.  ",Live,Non-custodial,Public,Ethereum,,2022,SG,,https://dune.com/steakhouse/tokenized-securities,https://www.openeden.com,https://twitter.com/OpenEden_Labs,,15/9/2023
Orderbook.io,Assets CEX,Tokenization platform,Equity and Stocks,Private equities,"Invest in global companies and buy Pre-IPO shares with no limitations of investment amount or your account balance. Orderbook is partnered with several investment funds that acquire shares of companies that we tokenize. Every time a fund buys a portion of the shares of a company on paper, it creates the same amount of tokenized derivative shares on the blockchain. Every tokenized share is supported by a corresponding paper share in the fund's account, similar to how stablecoins are backed by fiat currency.",Live,Custodial,Public,-,-,,,,,https://www.orderbook.io,https://twitter.com/orderbook_io,-,19/9/2023
Osl.com,Assets CEX,,Equity and Stocks,Private equities,"OSL is a digital asset platform that is revolutionising the manner in which institutions, professional and retail investors manage their digital assets. Backed by Asia's leading public fintech and digital asset company, BC Technology Group (863.HK), OSL provides a comprehensive range of services, including brokerage, custody, exchange, and SaaS.We are proud to be the world's first insured and SFC-licensed digital asset platform",Live,Custodial,Public,-,-,,"HK, SG",,,https://www.osl.com,https://twitter.com/OSLdotcom,-,19/9/2023
Ownera,Assets CEX,Tokenization platform,- Asset-agnostic,"Private equities,Private debt,Real estate","Ownera is a digital assets software company building the institutional rails for a new multi-trillion-dollar digital securities market. FinP2P is a thin, stateless routing network, interconnecting multiple distributed ledger (DLT) submarkets. It lets institutions launch and share assets and route atomic transactions using open API's.",Closed beta,Custodial,Public,-,-,,UK (London),,,https://www.ownera.io,https://twitter.com/OwneraIO,-,19/9/2023
Parcl,Derivatives protocol,,Real Estate,Real estate,Experience liquid real estate exposure. Buy/sell real estate location indices in US and France,Live,Non-custodial,Public,Solana,-,2022,"US (FL), BVI",,Total Value Locked 1M+ Total Open Interest 200K+ Properties Indexed 105M+,https://www.parcl.co,https://twitter.com/parcl,-,19/9/2023
Paxos Gold,Tokenization platform ,,Commodities and Precious Metals,Gold and silver,"A digital token, backed by physical gold. PAXG offers investors a cost-effective way to own investment-grade physical gold with all the benefits of the blockchain. Each Pax Gold (PAXG) token is backed by one fine troy ounce of gold, stored in LBMA vaults in London. If you own PAXG, you own the underlying physical gold, held in custody by Paxos Trust Company.",Live,Non-custodial,Public,Ethereum,$PAXG,2012,US,,"https://etherscan.io/token/0x45804880de22913dafe09f4980848ece6ecbaf78
Reserve reports: https://paxos.com/paxg-transparency/
Gold Allocation Lookup: Enter the address that holds your PAXG tokens below.",https://www.paxos.com/paxgold,https://twitter.com/Paxos,-,19/9/2023
Pearl Exchange,Stablecoin-as-a-service,,,,"We envision Pearl as Polygon's native liquidity layer, prioritizing RWAs, and promoting value generation. Pearl provides a liquidity solution for both new and existing protocols, solving for initial liquidity challenges while also serving as an efficient solution to long-term liquidity incentivization. Pearl is owned by its users—protocols and investors—with their collective contributions helping to establish Pearl as one of DeFi’s premier AMMs. In an economy that's decentralized and open-source, we firmly believe that a cooperative approach is vital to outpace competitors and position your product as a market frontrunner.",,,,Polygon,$PEARL,2023,,,,https://www.pearl.exchange/,https://twitter.com/PearlFi_,https://discord.com/invite/dBp3g2x99W,15/10/2023
Peerhive,Credit protocol (asset-backed),,Financial Services and Payments,Receivables,"We offer a hive of lending options for businesses of all types, including invoice financing, working capital management, general business loans, and project financing, all thanks to the flexibility of our smart contracts. Join the swarm today and experience the sweet rewards of blockchain lending with PeerHive! 6 services: 
* General Business Loans
* Invoice Financing
* Project Financing
* Factoring
* SME Credit Line
• Working Capital. Our working capital financing helps businesses cover short-term expenses like payroll, rent, and utilities, ensuring smooth operations.",Waitlist,?,?,?,,2023,ML (Kuala-Lumpur),Emerging Markets,,https://peerhive.app/,https://twitter.com/PeerHive,-,15/10/2023
Penomo,Crowdinvesting,,Commodities and Precious Metals,"Carbon credits,Energy commodities","Tokenization platform on peaq network for fractional ownership of real world battery assets and carbon credit revenue streams. Crowdsource capital and mine revenue for your battery storage. Get low-cost, faster capital without intermediaries. Discover untapped revenue streams and scale better with the powers of your community. penomo provides battery makers & operators a software platform to access hassle-free, global capital pool to build and operate batteries. Bypassing CapEx hurdles, cutting out middlemen and accessing new revenues like data monetisation and carbon credits. Untapped revenue: Rack up new revenue streams; monetize battery data, saved carbon credits, IRECs and more, via the secure penomo marketplace.",Closed beta,?,?,?,,,NL (Amsterdam),,,https://penomo.io/,https://twitter.com/penomoprotocol,-,15/10/2023
Planet ReFi,Tokenization platform ,,Sustainable and Responsible Investments,ESG,"PLANET is driven by an unwavering commitment to the world’s most pressing challenges, outlined by the 17 Sustainable Development Goals (SDGs) set forth by the United Nations. These goals address pressing social, economic, and environmental challenges facing our world to promote sustainable development in a holistic manner. ",In development,Non-custodial,?,Ethereum,$PLANET,2023,,,,https://planetrefi.com/,https://twitter.com/PlanetReFi,-,22/11/2023
Plastiks,Tokenization platform ,,Sustainable and Responsible Investments,ESG,"We connect companies and individuals with plastic recovery projects
worldwide to fight plastic pollution and help emerging communities all around the world. We created a verifiable and transparent plastic recovery platform utilizing a carbon neutral blockchain and NFT technology, that allows companies to directly support recovery projects to remove plastic waste from the environment in regions that lack infrastructure. 
",Live,Non-custodial,Public,Celo,,,ES (Barcelona),,"1,976,190 Kilograms of plastic recovered 213,600,000 Equivalent in 0.5l plastic bottles",https://plastiks.io/,https://twitter.com/Plastiks_io ,-,22/11/2023
Pleno,Investment platform,Tokenization platform,Sustainable and Responsible Investments,Carbon credits,"Experience a faster, cost-efficient, and highly accurate approach to carbon projects MRV with our platform. Experience seamless carbon stock measurements through AI and Machine Learning, enable dynamic monitoring and reporting, and create trust with transparent carbon credits securely stored on the blockchain. Simplify the verification workflow and save time, allowing you to focus on advancing your sustainability goals. Experience hassle-free project verification and gain the trust of stakeholders with PLENO.",Waitlist,?,?,?,,2023,DE (Berlin),,,https://pleno.earth,https://twitter.com/PlenoEarth,,15/10/2023
Plural Energy,Investment platform,,Sustainable and Responsible Investments,"ESG,Energy commodities","Own the clean energy transition. Invest in solar fields, wind farms, and battery storage on Plural. Contribute as little as $10 to fuel the renewable energy transition and get up to 10% in annual returns.  Plural investments yield ~10% annually and are crucial to the clean energy transition. Plural is built to be compliant with existing regulations. Plural handles all the necessary integrations and reporting with regulated entities. As the renewable projects produce and sell energy, Plural investors profit. Plural assets will generally yield over 8% APY. Accessibility: Today, only the wealthiest investors can invest in renewable projects — Plural is changing that. Whether you invest $100,000 or $100 your investment matters on Plural.",Waitlist,Non-custodial,Public,Eclipse,,2023,,,"As the renewable projects produce and sell energy, Plural investors profit. Plural assets will generally yield over 8% APY.",https://www.pluralenergy.co/,https://twitter.com/pluralenergy,-,22/11/2023
Polymath Network,Assets CEX,Tokenization platform,- Asset-agnostic,"Real estate,Private equities",Tokenization platform and secondary market. Own security token standard: ERC-1400. Own blockchain and wallet: Polymesh ,Live,Custodial,Public,"Polymesh,Ethereum",$POLY,2017,CA (Toronto),-,,https://www.polymath.network,https://twitter.com/polymathnetwork,-,19/9/2023
Polymesh,"""L1, RWA-specific""",,- Asset-agnostic,- Asset-agnostic,"A blockchain built specifically for security tokens. A KYC/AML-permissioned blockchain where you can always confirm that participants are who they say they are. Intertwine cross-border regulations to ensure proper trade execution and provide further liquidity. Built-in blockchain control that maintains asset functioning, avoiding duplication or forks.",Live,Non-custodial,Public,Polymesh,$POLYX,2020,CA (Toronto),-,,https://www.polymath.network/polymesh,https://twitter.com/PolymeshNetwork,-,19/9/2023
Polytrade Finance,Assets CEX,"Tokenization platform,Trade financing",- Asset-agnostic,"Receivables,Real estate,Collectibles,Private equities,Private debt","Real World Asset Discovery, Tokenization, and Liquidity. Also Polytrade Finance is a blockchain-based Trade Finance platform that helps small businesses (a.k.a. SMEs - Small and Medium Enterprises) by funding their short-term financial needs. ",Live,Non-custodial,Public,"Polygon,Ethereum,BNB,Solana",$TRADE,2021,US,-,"$5,790,407
Total Transacted Volume
$63,406
Total Fees Earned
$11,605,526.14
Total Polytrade Deposits
$2,829,655.03
Total Invoices Funded",https://www.polytrade.finance,https://twitter.com/Polytrade_fin,-,19/9/2023
Pontoro,Credit protocol (asset-backed),,Physical infrastructure,Physical infrastructure,"Pontoro Bridges the Infrastructure Financing Gap
We progressively enhance real assets on our institutional-grade digital platform.",In development,?,?,?,,2015,US,,,https://www.pontoro.com,-,,15/9/2023
Propbase,Investment platform,,Real Estate,Real estate,"Propbase is a highly scalable, fast, and secure blockchain based tokenized property transaction platform. Built using the most advanced technology, transforming property into a modern liquid asset class. Start with as little as $100 and get in on the ground floor of high quality, resilient real estate assets, with fractional ownership.",Live,Non-custodial,Public,Aptos,$PROPS,,CH (Neuhausen am Rheinfall),,,https://www.propbase.app/,https://twitter.com/PropbaseApp,https://discord.com/invite/7HBGvRZz8D,15/11/2023
Propy,Investment platform,,Real Estate,Real estate,,Live,Non-custodial,Public,Ethereum,,2015,US,,,https://propy.com/home/,https://twitter.com/PropyInc,-,15/10/2023
Provenance blockchain,"""L1, RWA-specific""",,- Asset-agnostic,"Private equities,Private debt","A layer 1 that is purpose-built to seamlessly and securely. Real World Assets: The Bridge Between TradFi and DeFi issue, transact, and service digitally-native financial assets at scale (p.19, Binance Report). The leader powering financial services with over $10B in real-world financial asset value locked (TVL) and over $15B in supported financial transactions, Provenance Blockchain is leveraged by more than 70 leading firms, from the largest banks and asset managers to the most innovative emerging fintechs. Provenance Blockchain enables regulated financial service firms of all sizes to seamlessly and securely deploy and manage the full lifecycle of digitally-native financial assets at scale. Built with Cosmos SDKs and IBC integration. DART: The first blockchain registrar that perfects ownership of digital assets",Live,Non-custodial,Public,Provenance,$HASH,,,-,"Total Value Locked (TVL): $10B; 
https://explorer.provenance.io/dashboard",https://www.provenance.io,https://twitter.com/provenancefdn,-,19/9/2023
Psion,Tokenization agency,,Equity and Stocks,Private equities,Psion Finance is an #ICO & #STO #Advisory Firm assisting Established Companies to #tokenize their Business. #blockchain #STO #DSO #token #Securitytokens #crypto,Dead,?,?,?,,2016,"FR (Paris), CH (Geneva)",,,https://psion.finance/ ,https://twitter.com/FinancePsion,-,15/10/2023
PurpleFi,Tokenization platform ,,Real Estate,Real estate,"Token trading platform with gamified experience goes RWA. PurpleFi’s innovative platform combines the tokenization of real-world assets with its flagship yield aggregator, powered by machine learning and high-frequency trading. It will allow micro and medium users to avail fractional ownership of real estate properties, providing users with increased liquidity and democratizing access to asset classes. Market for tokenizing real estate properties worldwide is growing substantially in size in recent months. PurpleFi’s yield aggregator uses advanced technologies to optimize financial solutions, outperforming traditional financial strategies in volatile markets. The platform’s machine learning algorithms have been designed to analyze market trends and execute trades in real time.",Live,?,?,?,"$PURPX, $PURP",2022,UK,UAE,,https://purplefi.io/,https://twitter.com/purplefi_io,-,15/10/2023
PV01,Tokenization platform ,,Private Debt Instruments,Private debt,"Our platform streamlines old-school due diligence and underwriting for the primary market, with a secondary market made seamless by real-time transfers and state-of-the-art dealing systems.",Waitlist,?,?,?,,2022,US,,,https://www.pv0.one,https://twitter.com/pv01_markets,,15/9/2023
PYUSD,Stablecoin (RWA- or Fiat- backed),,Public Debt Instruments,Government bonds (long-term / US),"Issued by Paxos Trust Company, PayPal USD (PYUSD) is PayPal’s stablecoin designed for payments. PYUSD is an ERC-20 tokenized digital dollar. Like other crypto assets, it can move instantaneously, anywhere in the world, at any time, and it’s programmable. Unlike other crypto assets, PYUSD is stable. It is backed 1:1 for the dollar and it’s issued by Paxos Trust Company, so the funds are carefully protected, audited and regulated.",Live,,,,,,,,,https://paxos.com/pyusd/,https://twitter.com/Paxos,-,15/10/2023
Qiro Finance,Credit protocol (asset-backed),,Financial Services and Payments,Receivables,Qiro is a institutional private credit protocol enabling fully transparent data driven on-chain RWA lending powered by native decentralized credit underwriting infrastructure. Qiro uses DeFi rails with regulatory standings for capital sourcing from institutional lenders in developed countries and lends onchain to businesses and fintechs in emerging markets for higher net yield. Lenders get complete visibility of the loan lifecycle (onchain + offchain).,In development,?,?,?,,2023,,,,https://qiro.fi,https://twitter.com/qiro_finance,-,3/12/2023
R3 Corda,"""L1, Enterprise""",,- Asset-agnostic,- Asset-agnostic,"The leading blockchain platform powering the tokenization of traditional financial assets and currencies. The next generation of Corda delivers on R3’s promise of enabling a connected ‘network of regulated networks’.

Designed to work with today’s financial services industry and with existing enterprise technology, Corda is a permissioned tokenization platform that lays the foundation for seamless and secure interoperability across other open enterprise DLT networks.",Live,,,,,,,,,https://r3.com/,https://twitter.com/inside_r3/,,15/10/2023
Realio,"""L1, RWA-specific""",,,,"An interoperable Layer-1 multi-chain Web3 ecosystem focused on the issuance and management of digitally native real-world assets (RWAs). Its design is fully open-source, permissionless, and purpose-built. The blockchain is secured by validators bonding Native $RIO or $RST in the Network. The Realio Network allows for the creation of new assets in a secure decentralized process.",Live,Non-custodial,Public,-,"$RIO, $RST, $LMX",2018,"US (NY), BVI",,https://explorer.realio.network/,https://realio.network/,https://twitter.com/realio_network,https://discord.com/invite/Nv9EUbRnKb,15/10/2023
RealT,Investment platform,Tokenization platform,Real Estate,Real estate,"For the first time, investors around the globe can buy into the US real estate market through fully-compliant, fractional, tokenized ownership. Powered by blockchain.",Live,Non-custodial,Public,Ethereum,,2019,US,,,https://www.realt.co,https://twitter.com/RealTPlatform,https://discord.com/invite/5TkxpQc,15/9/2023
RealX,Investment platform,,Real Estate,Real estate,"REALX is a new way to buy, hold and sell real estate. REALX allows people to purchase fractional ownership rights in properties sold by sellers on the platform. REALX is a revolution in how it opens up the world of Real Estate options for you

Now you can buy property through smaller investments Buy from savings and not from loans Hold as you want and sell when you want Earn rentals (or part rentals) from properties you hold Create a portfolio of various property investments – across choicest of locations, builders and property types",Waitlist,Custodial,?,?,-,2017,"IN (Maharashtra, Pune)",India,-,https://www.realx.in/about-us,https://twitter.com/hellorealx,-,15/10/2023
RedBelly,"""L1, RWA-specific""",Tokenization platform,- Asset-agnostic,- Asset-agnostic,Layer 1 Blockchain and the world's first EVM compatible Compliant Asset Tokenisation platform.,Closed beta,?,?,?,,2016,AU (Sydney),,,https://www.redbelly.network/,https://twitter.com/RedbellyNetwork,https://discord.com/invite/sxwBgwmdq6,14/11/2023
ReFuture,Investment platform,Tokenization platform,Real Estate,Real estate,Investment Platform for tokenized real estate,Live,Custodial,Public,?,,,,,,https://www.refuture.se,https://twitter.com/RefutureSe,-,15/9/2023
Regen Network,Investment platform,,Sustainable and Responsible Investments,Carbon credits,"Catalyze climate finance Regen Network, a platform to originate and invest in high-integrity carbon and biodiversity credits from ecological regeneration projects. Buy, trade, and retire ecocredits. With Regen Marketplace, corporations can buy, trade, and retire digital carbon and ecological credits to meet their climate commitments. These nature-based solutions remove carbon, restore biodiversity, and reverse climate change. Our platform mobilizes capital to move on-the-ground ecological regeneration projects forward. Regen Registry helps communities develop methodologies to verify ecological credits, including carbon and biodiversity.",Live,Non-custodial,Public,Cosmos,$REGEN,2017,"US (DW, Wilmington)",,"CARBON CREDITS RETIRED 588,448; NEW CREDITS IN 2023 2M+; HECTARES OF LAND 15M+",https://www.regen.network/,https://twitter.com/regen_network,https://discord.com/invite/regen-network,15/10/2023
RelevantZ,Tokenization agency,,- Asset-agnostic,"Private debt,Private funds,Private equities","Traditional & Alternative Asset Tokenization. We help enable the tokenization of private assets, fund products, equities, loans, and public bonds. With this service, you’ll be able to easily convert these asset classes into digital tokens for secure and efficient trading and investment.",Live,"Non-custodial,Custodial","Public,Private","Hyperledger,Consensys Quorum,R3 Corda,Polygon,Ethereum,BNB",-,,,,-,https://blockchain.relevantz.com/,https://twitter.com/relevantztech,,3/11/2023
Republic Note,Tokenization platform ,,Equity and Stocks,Private equities,"Republic launched the Republic Note, known as $R/Note, as a profit sharing Simple Agreement for Future Equity (SAFE) token in July 2020. It originally raised $16 million via Reg D 506(c), and raised another $3+ million in 2023 from almost 2,500 retail investors via Reg CF. The token is not yet trading since most are locked up until mid-2023",,,Public,Algorand,,,,,,https://republic.com/note,https://twitter.com/republicnote,-,15/10/2023
REX Protocol,Tokenization platform ,"Tokenized asset exchange,Investment platform",Real Estate,Real estate,REX Protocol is a real estate tokenization and exchange platform. It gives real estate owners liquidity on their properties and everyday investors access to real estate investments. REX's vision is to tokenize operating agreements and DAO LLCs. The operating agreement format will give tokenholders rights to lease and sales proceeds from the properties. The DAO LLC format will be a tokenization of an LLC which holds the title to the property.,In development,Non-custodial,Public,Polygon,,,,US (FL),,https://www.rexprotocol.com/,https://twitter.com/rexprotocol,https://discord.com/invite/ENczHU9p52,26/11/2023
Rialtotrading,?,,?,?,-,Dead,-,-,-,,,,,,https://www.rialtotrading.com,-,-,15/9/2023
Rivver,Tokenized fund,,Funds and Investment Vehicles,Private funds,"Rivver is a platform for investment funds to issue securities and manage their fund administration processes, powered by Distributed Ledger Technology. By making a security digital and by using Smart Contracts, Rivver encodes matters such as ownership, regulatory compliance, and contractual limitations into a Digital Fund Interest. The Rivver Platform provides a full infrastructure for funds to issue securities, and thereafter to manage their back office processes, such as: investor onboarding, capital calls, portfolio management, reporting, distributions, and more. Rivver enables fund managers to provide their investors with an additional source of liquidity, raise capital more effectively, and facilitate audits.",Dead,?,?,?,,,US (NY),,,https://rivver.io/,-,-,15/10/2023
Robinland,Investment platform,Tokenization platform,Real Estate,Real estate,Investment Platform for tokenized real estate,Dead (Last blog post is from Oct'22),-,-,-,,2021,Distributed,,,https://www.robinland.io,-,-,15/9/2023
Roofstock onChain,Tokenization platform ,,Real Estate,Real estate,"Subsidiary of the Single-Family Rental (“SFR”) focused proptech. Users don’t have to wait three, four weeks to send out pay stubs, bank statements, tax records and all these things to a lender who’s then sitting in underwriting for weeks. We simplify buying and owning property for the web3 generation Top Rental Markets Find move-in ready, vetted properties, in top rental markets Compliance and Security Blockchain ownership designed for compliance and security Blockchain Financing Blockchain financing available, up to 80% of home value",Live,,,,,2022,,US,Roofstock has transacted over $5 Billion of single-family homes since our inception in 2015 We currently serve over 70 residential markets in the US and are continually expanding to add new markets and services.,https://onchain.roofstock.com/,https://twitter.com/rsonchain,https://discord.com/invite/RoofstockOnChain,15/10/2023
Ryval,Litigation finance,,,,,Dead,,,Avalanche,,,,,,https://ryval.market,-,-,15/10/2023
Sapling,Credit protocol (asset-backed),,Financial Services and Payments,Receivables,"Sapling is a market-led solution to solving poverty. We believe lenders should make a fair return. To date Sapling loans have had 0% defaults.
Loans are protected by a tranche of first loss capital. Sapling’s first Lending Pool lends at 5% a month, half the price of other options. The community Pool Manager puts first loss capital into the pool, makes lending decisions, conducts underwriting and takes collateral (mainly land). Lenders are offered a projected APY of 25-30% with the multiple protections of the Pool Manager’s interest spread, first loss capital and Borrower collateral.",Live,Non-custodial,Public,Polygon,-,2022,US,Uganda,$16K TVL on https://app.sapling.finance/,https://sapling.finance/,https://twitter.com/sapling_fi,https://discord.com/invite/BPjRn2wn5F,19/9/2023
SDAX,Investment platform,Tokenized asset exchange,- Asset-agnostic,"Private equities,Private debt,Real estate,Collectibles","Doorway to Private Markets. Unlock institutional-grade investment opportunities that are backed by real assets

Start Investing from S$ 1,000. Trade these tokenised securities in our Exchange or hold them to maturity. Wide Range of Investment Products Licensed by the Monetary Authority of Singapore (MAS) to deliver a full-suite of investments.",Live,Custodial,?,?,,2017,SG,,,https://www.sdax.co/,https://twitter.com/sdax_co,-,15/10/2023
Securitize,Investment platform,Tokenization platform,- Asset-agnostic,"Private equities,Private funds,Private debt","Access the most exclusive asset class in the world - private markets. Offerings for investors:
Cut down on research time by accessing unique - and highly vetted -  investment offerings from different asset classes. 
Unlock your net worth with the ability to trade select holdings on our secondary market. Invest with $0 commissions on primary market investments and market-competitive secondary market trading fees. 
Digital Asset Securities are digital representations of traditional financial products such as equity and debt, of which the ownership rights are registered on a blockchain. 
Securitize Markets is a member of FINRA, is registered with SEC, and is a SIPC member. ",Live,Non-custodial,Public,"Ethereum,Avalanche",,2017,US,,,https://www.securitize.io,https://twitter.com/Securitize,,15/9/2023
